n° de ligne,nature,n°/id,"forme ""diplo""",forme modernisée,forme corrigée,lemme,pos,à scinder,à fusionner avec w n°,à corriger,corrigé
1,w,1,,Cy,,CI,Rg,,,,
2,w,2,,commencent,,COMMENCER,Vvc,,,,
3,w,3,,plusieurs,,PLUSIEURS,Di,,,,
4,w,4,,instrucions,,INSTRUCTION,Nc,,,,
5,w,5,,et,,ET,Cc,,,,
6,w,6,,ensaignemens,,ENSEIGNEMENT,Nc,,,,
7,w,7,,",",,",",Fw,,,,
8,w,8,,comment,,COMMENT,Rt,,,,
9,w,9,,et,,ET,Cc,,,,
10,w,10,,par,,PAR,S,,,,
11,w,11,,quelle,,QUEL,Dt,,,,
12,w,12,,maniere,,MANIÈRE,Nc,,,,
13,w,13,,un,,UN,Dn,,,,
14,w,14,,juge,,JUGE,Nc,,,,
15,w,15,,qui,,QUI,Pr,,,,
16,w,16,,a,,AVOIR,Vuc,,,,
17,w,17,,justice,,JUSTICE,Nc,,,,
18,w,18,,et,,ET,Cc,,,,
19,w,19,,juridicion,,JURIDICTION,Nc,,,,
20,w,20,,a,,AVOIR,Vuc,,,,
21,w,21,,gouverner,,GOUVERNER,Vvn,,,,
22,w,22,,",",,",",Fw,,,,
23,w,23,,se,,SE,Pp,,,,
24,w,24,,doit,,DEVOIR,Vvc,,,,
25,w,25,,contenir,,CONTENIR,Vvn,,,,
26,w,26,,et,,ET,Cc,,,,
27,w,27,,comment,,COMMENT,Rt,,,,
28,w,28,,il,,IL,Pp,,,,
29,w,29,,en,,EN,Pp,,,,
30,w,30,,doit,,DEVOIR,Vvc,,,,
31,w,31,,user,,USER,Vvn,,,,
32,w,32,,.,,.,Fs,,,,
33,w,33,,Et,,ET,Cc,,,,
34,w,34,,PREMIEREMENT,,PREMIÈREMENT,Rg,,,,
35,w,35,,Il,,IL,Pp,,,,
36,w,36,,doit,,DEVOIR,Vvc,,,,
37,w,37,,estre,,ÊTRE,Vun,,,,
38,w,38,,constant,,CONSTANT,Ag,,,,
39,w,39,,",",,",",Fw,,,,
40,w,40,,sans,,SANS,S,,,,
41,w,41,,muer,,MUER,Vvn,,,,
42,w,42,,coulleur,,COULEUR,Nc,,,,
43,w,43,,et,,ET,Cc,,,,
44,w,44,,contenance,,CONTENANCE,Nc,,,,
45,w,45,,",",,",",Fw,,,,
46,w,46,,nonobstant,,NONOBSTANT,S,,,,
47,w,47,,chose,,CHOSE,Nc,,,,
48,w,48,,qui,,QUI,Pr,,,,
49,w,49,,lui,,IL,Pp,,,,
50,w,50,,soit,,ÊTRE,Vuc,,,,
51,w,51,,dicte,,DIRE,Ge,,,,
52,w,52,,",",,",",Fw,,,,
53,w,53,,proposée,,PROPOSER,Ge,,,,
54,w,54,,",",,",",Fw,,,,
55,w,55,,respondue,,RÉPONDRE,Ge,,,,
56,w,56,,",",,",",Fw,,,,
57,w,57,,replicquée,,RÉPLIQUER,Ge,,,,
58,w,58,,",",,",",Fw,,,,
59,w,59,,duplicquée,,DUPLIQUER,Ge,,,,
60,w,60,,on,,ON,Pp,,,,
61,w,61,,triplicquée,,TRIPLIQUER,Ge,,,,
62,w,62,,.,,.,Fs,,,,
63,w,63,,Item,,ITEM,Rg,,,,
64,w,64,,",",,",",Fw,,,,
65,w,65,,quant,,QUANT,Rg,,,,
66,w,66,,il,,IL,Pp,,,,
67,w,67,,entre,,ENTRER,Vvc,,,,
68,w,68,,en,,EN,S,,,,
69,w,69,,jugement,,JUGEMENT,Nc,,,,
70,w,70,,pour,,POUR,S,,,,
71,w,71,,juridicion,,JURIDICTION,Nc,,,,
72,w,72,,tenir,,TENIR,Vvn,,,,
73,w,73,,",",,",",Fw,,,,
74,w,74,,il,,IL,Pp,,,,
75,w,75,,doit,,DEVOIR,Vvc,,,,
76,w,76,,",",,",",Fw,,,,
77,w,77,,pour,,POUR,S,,,,
78,w,78,,la,,LE,Da,,,,
79,w,79,,reverence,,RÉVÉRENCE,Nc,,,,
80,w,80,,de,,DE,S,,,,
81,w,81,,justice,,JUSTICE,Nc,,,,
82,w,82,,",",,",",Fw,,,,
83,w,83,,mettre,,METTRE,Vvn,,,,
84,w,84,,la,,LE,Da,,,,
85,w,85,,main,,MAIN,Nc,,,,
86,w,86,,a,,AVOIR,Vuc,,,,
87,w,87,,son,,SON,Ds,,,,
88,w,88,,chappel,,CHAPEAU,Nc,,,,
89,w,89,,ou,,OU,Cc,,,,
90,w,90,,chapperon,,CHAPERON,Nc,,,,
91,w,91,,",",,",",Fw,,,,
92,w,92,,sans,,SANS,S,,,,
93,w,93,,soy,,SE,Pp,,,,
94,w,94,,arrester,,ARRÊTER,Vvn,,,,
95,w,95,,ou,,OU,Cc,,,,
96,w,96,,saluer,,SALUER,Vvn,,,,
97,w,97,,aucun,,AUCUN,Pi,,,,
98,w,98,,des,,UN,Dn,,,,
99,w,99,,assistens,,ASSISTANT,Nc,,,,
100,w,100,,illec,,ILLUEC,Rg,,,,
101,w,101,,",",,",",Fw,,,,
102,w,102,,se,,SE,Pp,,,,
103,w,103,,ils,,ILS,Pp,,,,
104,w,104,,ne,,NE,Rp,,,,
105,w,105,,sont,,ÊTRE,Vuc,,,,
106,w,106,,chevaliers,,CHEVALIER,Nc,,,,
107,w,107,,",",,",",Fw,,,,
108,w,108,,preulats,,PRÉLAT,Nc,,,,
109,w,109,,ou,,OU,Cc,,,,
110,w,110,,barons,,BARON,Nc,,,,
111,w,111,,ou,,OU,Cc,,,,
112,w,112,,gens,,GENS,Nc,,,,
113,w,113,,de,,DE,S,,,,
114,w,114,,telle,,TEL,Di,,,,
115,w,115,,auctorité,,AUTORITÉ,Nc,,,,
116,w,116,,",",,",",Fw,,,,
117,w,117,,quer,,CAR,Cs,,,,
118,w,118,,il,,IL,Pp,,,,
119,w,119,,est,,ÊTRE,Vuc,,,,
120,w,120,,a,,AVOIR,Vuc,,,,
121,w,121,,entendre,,ENTENDRE,Vvn,,,,
122,w,122,,que,,QUE,Cs,,,,
123,w,123,,eu,,AVOIR,Ge,,,,
124,w,124,,jugement,,JUGEMENT,Nc,,,,
125,w,125,,le,,LE,Da,,,,
126,w,126,,juge,,JUGE,Nc,,,,
127,w,127,,est,,ÊTRE,Vuc,,,,
128,w,128,,le,,LE,Da,,,,
129,w,129,,greigneur,,GRAINDRE,Ag,,,,
130,w,130,,et,,ET,Cc,,,,
131,w,131,,lui,,IL,Pp,,,,
132,w,132,,doivent,,DEVOIR,Vvc,,,,
133,w,133,,tous,,TOUT,Pi,,,,
134,w,134,,illec,,ILLUEC,Rg,,,,
135,w,135,,porter,,PORTER,Vvn,,,,
136,w,136,,obeissance,,OBÉISSANCE,Nc,,,,
137,w,137,,et,,ET,Cc,,,,
138,w,138,,reverence,,RÉVÉRENCE,Nc,,,,
139,w,139,,.,,.,Fs,,,,
140,w,140,,Item,,ITEM,Rg,,,,
141,w,141,,après,,APRÈS,S,,,,
142,w,142,,et,,ET,Cc,,,,
143,w,143,,incontinent,,INCONTINENT,Rg,,,,
144,w,144,,que,,QUE,Cs,,,,
145,w,145,,il,,IL,Pp,,,,
146,w,146,,est,,ÊTRE,Vuc,,,,
147,w,147,,entré,,ENTRER,Ge,,,,
148,w,148,,en,,EN,S,,,,
149,w,149,,son,,SON,Ds,,,,
150,w,150,,siège,,SIÈGE,Nc,,,,
151,w,151,,",",,",",Fw,,,,
152,w,152,,il,,IL,Pp,,,,
153,w,153,,doit,,DEVOIR,Vvc,,,,
154,w,154,,faire,,FAIRE,Vvn,,,,
155,w,155,,reverence,,RÉVÉRENCE,Nc,,,,
156,w,156,,en,,EN,S,,,,
157,w,157,,general,,GÉNÉRAL,Ag,,,,
158,w,158,,a,,À,S,,,,
159,w,159,,tous,,TOUT,Di,,,,
160,w,160,,les,,LE,Da,,,,
161,w,161,,assistens,,ASSISTANT,Nc,,,,
162,w,162,,en,,EN,S,,,,
163,w,163,,la,,LE,Da,,,,
164,w,164,,court,,COUR,Nc,,,,
165,w,165,,en,,EN,S,,,,
166,w,166,,disant,,DIRE,Ga,,,,
167,w,167,,ces,,CE,Dd,,,,
168,w,168,,mos,,MOT,Nc,,,,
169,w,169,,ou,,OU,Cc,,,,
170,w,170,,semblables,,SEMBLABLE,Ag,,,,
171,w,171,,:,,:,Fw,,,,
172,w,172,, « ,, « ,Fo,,,,
173,w,173,,Messieurs,,MONSIEUR,Nc,,,,
174,w,174,,trestous,,TRÈSTOUS,Ag,,,,
175,w,175,,vous,,VOUS,Pp,,,,
176,w,176,,soyez,,ÊTRE,Vuc,,,,
177,w,177,,les,,LE,Da,,,,
178,w,178,,bien,,BIEN,Rg,,,,
179,w,179,,venus,,VENIR,Ge,,,,
180,w,180,,et,,ET,Cc,,,,
181,w,181,,vous,,VOUS,Pp,,,,
182,w,182,,prie,,PRIER,Vvc,,,,
183,w,183,,que,,QUE,Cs,,,,
184,w,184,,vous,,VOUS,Pp,,,,
185,w,185,,faciez,,FAIRE,Vvc,,,,
186,w,186,,paix,,PAIX,Nc,,,,
187,w,187,,et,,ET,Cc,,,,
188,w,188,,que,,QUE,Cs,,,,
189,w,189,,entendons,,ENTENDRE,Vvc,,,,
190,w,190,,a,,AVOIR,Vuc,,,,
191,w,191,,delivrer,,DÉLIVRER,Vvn,,,,
192,w,192,,aucune,,AUCUN,Di,,,,
193,w,193,,chose,,CHOSE,Nc,,,,
194,w,194,,.,,.,Fs,,,,
195,w,195,, » ,, » ,Fo,,,,
196,w,196,,Item,,ITEM,Rg,,,,
197,w,197,,il,,IL,Pp,,,,
198,w,198,,doit,,DEVOIR,Vvc,,,,
199,w,199,,dire,,DIRE,Vvn,,,,
200,w,200,,aux,,À+LE,S+Da,,,,
201,w,201,,advocas,,AVOCAT,Nc,,,,
202,w,202,,qu,,QUE,Cs,,,,
203,w,203,,',,',Fw,,,,
204,w,204,,ils,,ILS,Pp,,,,
205,w,205,,voient,,VOIR,Vvc,,,,
206,w,206,,chacun,,CHACUN,Pi,,,,
207,w,207,,en,,EN,S,,,,
208,w,208,,son,,SON,Ds,,,,
209,w,209,,siège,,SIÈGE,Nc,,,,
210,w,210,,et,,ET,Cc,,,,
211,w,211,,",",,",",Fw,,,,
212,w,212,,se,,SE,Pp,,,,
213,w,213,,il,,IL,Pp,,,,
214,w,214,,a,,AVOIR,Vuc,,,,
215,w,215,,entre,,ENTRE,S,,,,
216,w,216,,eulx,,ILS,Pp,,,,
217,w,217,,debat,,DÉBAT,Nc,,,,
218,w,218,,pour,,POUR,S,,,,
219,w,219,,faire,,FAIRE,Vvn,,,,
220,w,220,,reverence,,RÉVÉRENCE,Nc,,,,
221,w,221,,l,,IL,Pp,,,,
222,w,222,,',,',Fw,,,,
223,w,223,,un,,UN,Pi,,,,
224,w,224,,a,,AVOIR,Vuc,,,,
225,w,225,,l,,IL,Pp,,,,
226,w,226,,',,',Fw,,,,
227,w,227,,autre,,AUTRE,Pi,,,,
228,w,228,,pour,,POUR,S,,,,
229,w,229,,eulx,,ILS,Pp,,,,
230,w,230,,asseoir,,ASSEOIR,Vvn,,,,
231,w,231,,",",,",",Fw,,,,
232,w,232,,le,,LE,Da,,,,
233,w,233,,juge,,JUGE,Nc,,,,
234,w,234,,les,,IL,Pp,,,,
235,w,235,,doit,,DEVOIR,Vvc,,,,
236,w,236,,faire,,FAIRE,Vvn,,,,
237,w,237,,asseoir,,ASSEOIR,Vvn,,,,
238,w,238,,en,,EN,S,,,,
239,w,239,,donnant,,DONNER,Ga,,,,
240,w,240,,aux,,À+LE,S+Da,,,,
241,w,241,,aucuns,,AUCUN,Pi,,,,
242,w,242,,plus,,PLUS,Rg,,,,
243,w,243,,notables,,NOTABLE,Ag,,,,
244,w,244,,une,,UN,Dn,,,,
245,w,245,,foys,,FOIS,Nc,,,,
246,w,246,,pour,,POUR,S,,,,
247,w,247,,toutes,,TOUT,Di,,,,
248,w,248,,la,,LE,Da,,,,
249,w,249,,place,,PLACE,Nc,,,,
250,w,250,,plus,,PLUS,Rg,,,,
251,w,251,,notable,,NOTABLE,Ag,,,,
252,w,252,,.,,.,Fs,,,,
253,w,253,,Item,,ITEM,Rg,,,,
254,w,254,,il,,IL,Pp,,,,
255,w,255,,doit,,DEVOIR,Vvc,,,,
256,w,256,,après,,APRÈS,S,,,,
257,w,257,,regarder,,REGARDER,Vvn,,,,
258,w,258,,quiex,,QUEL,Pr,,,,
259,w,259,,assistens,,ASSISTANT,Nc,,,,
260,w,260,,il,,IL,Pp,,,,
261,w,261,,a,,AVOIR,Vuc,,,,
262,w,262,,en,,EN,S,,,,
263,w,263,,la,,LE,Da,,,,
264,w,264,,court,,COUR,Nc,,,,
265,w,265,,et,,ET,Cc,,,,
266,w,266,,de,,DE,S,,,,
267,w,267,,quel,,QUEL,Dt,,,,
268,w,268,,estat,,ÉTAT,Nc,,,,
269,w,269,,ils,,ILS,Pp,,,,
270,w,270,,sont,,ÊTRE,Vuc,,,,
271,w,271,,et,,ET,Cc,,,,
272,w,272,,",",,",",Fw,,,,
273,w,273,,s,,SE,Pp,,,,
274,w,274,,',,',Fw,,,,
275,w,275,,il,,IL,Pp,,,,
276,w,276,,y,,Y,Pp,,,,
277,w,277,,a,,AVOIR,Vuc,,,,
278,w,278,,chevaliers,,CHEVALIER,Nc,,,,
279,w,279,,",",,",",Fw,,,,
280,w,280,,escuiers,,ÉCUYER,Nc,,,,
281,w,281,,",",,",",Fw,,,,
282,w,282,,prestres,,PRÊTRE,Nc,,,,
283,w,283,,",",,",",Fw,,,,
284,w,284,,clercs,,CLERC,Nc,,,,
285,w,285,,",",,",",Fw,,,,
286,w,286,,notables,,NOTABLE,Ag,,,,
287,w,287,,bourgoys,,BOURGEOIS,Nc,,,,
288,w,288,,ou,,OU,Cc,,,,
289,w,289,,autres,,AUTRE,Di,,,,
290,w,290,,gens,,GENS,Nc,,,,
291,w,291,,d,,DE,S,,,,
292,w,292,,',,',Fw,,,,
293,w,293,,estat,,ÉTAT,Nc,,,,
294,w,294,,",",,",",Fw,,,,
295,w,295,,ils,,ILS,Pp,,,,
296,w,296,,les,,IL,Pp,,,,
297,w,297,,doit,,DEVOIR,Vvc,,,,
298,w,298,,appeler,,APPELER,Vvn,,,,
299,w,299,,et,,ET,Cc,,,,
300,w,300,,faire,,FAIRE,Vvn,,,,
301,w,301,,venir,,VENIR,Vvn,,,,
302,w,302,,seoir,,SEOIR,Vvn,,,,
303,w,303,,hault,,HAUT,Ag,,,,
304,w,304,,comme,,COMME,Cs,,,,
305,w,305,,lui,,IL,Pp,,,,
306,w,306,,",",,",",Fw,,,,
307,w,307,,le,,LE,Da,,,,
308,w,308,,plus,,PLUS,Rg,,,,
309,w,309,,notable,,NOTABLE,Ag,,,,
310,w,310,,le,,LE,Da,,,,
311,w,311,,plus,,PLUS,Rg,,,,
312,w,312,,hault,,HAUT,Ag,,,,
313,w,313,,et,,ET,Cc,,,,
314,w,314,,près,,PRÈS,Rg,,,,
315,w,315,,de,,DE,S,,,,
316,w,316,,lui,,IL,Pp,,,,
317,w,317,,et,,ET,Cc,,,,
318,w,318,,les,,LE,Da,,,,
319,w,319,,autres,,AUTRE,Pi,,,,
320,w,320,,d,,DE,S,,,,
321,w,321,,',,',Fw,,,,
322,w,322,,ordre,,ORDRE,Nc,,,,
323,w,323,,en,,EN,S,,,,
324,w,324,,ordre,,ORDRE,Nc,,,,
325,w,325,,",",,",",Fw,,,,
326,w,326,,selon,,SELON,S,,,,
327,w,327,,ce,,CE,Pd,,,,
328,w,328,,que,,QUE,Pr,,,,
329,w,329,,au,,À+LE,S+Da,,,,
330,w,330,,nom,,NOM,Nc,,,,
331,w,331,,et,,ET,Cc,,,,
332,w,332,,estat,,ÉTAT,Nc,,,,
333,w,333,,d,,DE,S,,,,
334,w,334,,',,',Fw,,,,
335,w,335,,eux,,ILS,Pp,,,,
336,w,336,,poura,,POUVOIR,Vvc,,,,
337,w,337,,apparoir,,APPAROIR,Vvn,,,,
338,w,338,,que,,QUE,Cs,,,,
339,w,339,,faire,,FAIRE,Vvn,,,,
340,w,340,,se,,SE,Pp,,,,
341,w,341,,doye,,DEVOIR,Vvc,,,,
342,w,342,,",",,",",Fw,,,,
343,w,343,,et,,ET,Cc,,,,
344,w,344,,",",,",",Fw,,,,
345,w,345,,se,,SE,Pp,,,,
346,w,346,,en,,EN,S,,,,
347,w,347,,la,,LE,Da,,,,
348,w,348,,maniere,,MANIÈRE,Nc,,,,
349,w,349,,d,,DE,S,,,,
350,w,350,,',,',Fw,,,,
351,w,351,,eulx,,ILS,Pp,,,,
352,w,352,,a,,AVOIR,Vuc,,,,
353,w,353,,debat,,DÉBAT,Nc,,,,
354,w,354,,pour,,POUR,S,,,,
355,w,355,,eulx,,ILS,Pp,,,,
356,w,356,,asseoir,,ASSEOIR,Vvn,,,,
357,w,357,,",",,",",Fw,,,,
358,w,358,,pour,,POUR,S,,,,
359,w,359,,la,,LE,Da,,,,
360,w,360,,reverence,,RÉVÉRENCE,Nc,,,,
361,w,361,,qu,,QUE,Pr,,,,
362,w,362,,',,',Fw,,,,
363,w,363,,ils,,ILS,Pp,,,,
364,w,364,,feroient,,FAIRE,Vvc,,,,
365,w,365,,l,,IL,Pp,,,,
366,w,366,,',,',Fw,,,,
367,w,367,,un,,UN,Pi,,,,
368,w,368,,a,,AVOIR,Vuc,,,,
369,w,369,,l,,IL,Pp,,,,
370,w,370,,',,',Fw,,,,
371,w,371,,autre,,AUTRE,Pi,,,,
372,w,372,,",",,",",Fw,,,,
373,w,373,,le,,LE,Da,,,,
374,w,374,,juge,,JUGE,Nc,,,,
375,w,375,,y,,Y,Pp,,,,
376,w,376,,doit,,DEVOIR,Vvc,,,,
377,w,377,,pourvoir,,POURVOIR,Vvn,,,,
378,w,378,,et,,ET,Cc,,,,
379,w,379,,faire,,FAIRE,Vvn,,,,
380,w,380,,seoir,,SEOIR,Vvn,,,,
381,w,381,,le,,LE,Da,,,,
382,w,382,,plus,,PLUS,Rg,,,,
383,w,383,,notable,,NOTABLE,Ag,,,,
384,w,384,,le,,LE,Da,,,,
385,w,385,,premier,,PREMIER,Mo,,,,
386,w,386,,et,,ET,Cc,,,,
387,w,387,,l,,IL,Pp,,,,
388,w,388,,',,',Fw,,,,
389,w,389,,autre,,AUTRE,Pi,,,,
390,w,390,,après,,APRÈS,S,,,,
391,w,391,,",",,",",Fw,,,,
392,w,392,,etc,,ET CAETERA,Xa,,,,
393,w,393,,.,,.,Fs,,,,
394,w,394,,",",,",",Fw,,,,
395,w,395,,selon,,SELON,S,,,,
396,w,396,,ce,,CE,Pd,,,,
397,w,397,,que,,QUE,Pr,,,,
398,w,398,,devant,,DEVANT,S,,,,
399,w,399,,est,,ÊTRE,Vuc,,,,
400,w,400,,desclairé,,DÉCLARER,Ge,,,,
401,w,401,,.,,.,Fs,,,,
402,w,402,,Et,,ET,Cc,,,,
403,w,403,,toutesvoys,,TOUTEFOIS,Rg,,,,
404,w,404,,il,,IL,Pp,,,,
405,w,405,,est,,ÊTRE,Vuc,,,,
406,w,406,,a,,AVOIR,Vuc,,,,
407,w,407,,entendre,,ENTENDRE,Vvn,,,,
408,w,408,,que,,QUE,Cs,,,,
409,w,409,,",",,",",Fw,,,,
410,w,410,,pour,,POUR,S,,,,
411,w,411,,homme,,HOMME,Nc,,,,
412,w,412,,qu,,QUE,Cs,,,,
413,w,413,,',,',Fw,,,,
414,w,414,,il,,IL,Pp,,,,
415,w,415,,vienge,,VENIR,Vvc,,,,
416,w,416,,",",,",",Fw,,,,
417,w,417,,de,,DE,S,,,,
418,w,418,,quelconcques,,QUELCONQUE,Ag,,,,
419,w,419,,estat,,ÉTAT,Nc,,,,
420,w,420,,ou,,OU,Cc,,,,
421,w,421,,condition,,CONDITION,Nc,,,,
422,w,422,,qu,,QUE,Cs,,,,
423,w,423,,',,',Fw,,,,
424,w,424,,il,,IL,Pp,,,,
425,w,425,,soit,,ÊTRE,Vuc,,,,
426,w,426,,",",,",",Fw,,,,
427,w,427,,le,,LE,Da,,,,
428,w,428,,juge,,JUGE,Nc,,,,
429,w,429,,ne,,NE,Rp,,,,
430,w,430,,se,,SE,Pp,,,,
431,w,431,,doyt,,DEVOIR,Vvc,,,,
432,w,432,,partir,,PARTIR,Vvn,,,,
433,w,433,,de,,DE,S,,,,
434,w,434,,son,,SON,Ds,,,,
435,w,435,,siège,,SIÈGE,Nc,,,,
436,w,436,,",",,",",Fw,,,,
437,w,437,,ne,,NE,Rp,,,,
438,w,438,,le,,IL,Pp,,,,
439,w,439,,asseoir,,ASSEOIR,Vvn,,,,
440,w,440,,en,,EN,S,,,,
441,w,441,,plus,,PLUS,Rg,,,,
442,w,442,,hault,,HAUT,Ag,,,,
443,w,443,,siège,,SIÈGE,Nc,,,,
444,w,444,,ou,,OU,Cc,,,,
445,w,445,,degré,,DEGRÉ,Nc,,,,
446,w,446,,que,,QUE,Cs,,,,
447,w,447,,luy,,IL,Pp,,,,
448,w,448,,",",,",",Fw,,,,
449,w,449,,quer,,CAR,Cs,,,,
450,w,450,,quiconcques,,QUICONQUE,Pi,,,,
451,w,451,,est,,ÊTRE,Vuc,,,,
452,w,452,,juge,,JUGER,Vvc,,,,
453,w,453,,",",,",",Fw,,,,
454,w,454,,en,,EN,S,,,,
455,w,455,,tenant,,TENIR,Ga,,,,
456,w,456,,juridicion,,JURIDICTION,Nc,,,,
457,w,457,,",",,",",Fw,,,,
458,w,458,,il,,IL,Pp,,,,
459,w,459,,represente,,REPRÉSENTER,Vvc,,,,
460,w,460,,la,,LE,Da,,,,
461,w,461,,personne,,PERSONNE,Nc,,,,
462,w,462,,du,,DE+LE,S+Da,,,,
463,w,463,,Roy,,ROI,Nc,,,,
464,w,464,,.,,.,Fs,,,,
465,w,465,,Item,,ITEM,Rg,,,,
466,w,466,,",",,",",Fw,,,,
467,w,467,,après,,APRÈS,S,,,,
468,w,468,,ces,,CE,Dd,,,,
469,w,469,,choses,,CHOSE,Nc,,,,
470,w,470,,ainssi,,AINSI,Rg,,,,
471,w,471,,faictes,,FAIRE,Ge,,,,
472,w,472,,",",,",",Fw,,,,
473,w,473,,il,,IL,Pp,,,,
474,w,474,,doit,,DEVOIR,Vvc,,,,
475,w,475,,demander,,DEMANDER,Vvn,,,,
476,w,476,,les,,LE,Da,,,,
477,w,477,,sergens,,SERGENT,Nc,,,,
478,w,478,,ou,,OU,Cc,,,,
479,w,479,,prevosts,,PRÉVÔT,Nc,,,,
480,w,480,,subgés,,SUJET,Nc,,,,
481,w,481,,de,,DE,S,,,,
482,w,482,,la,,LE,Da,,,,
483,w,483,,juridicion,,JURIDICTION,Nc,,,,
484,w,484,,sont,,ÊTRE,Vuc,,,,
485,w,485,,presens,,PRÉSENT,Ag,,,,
486,w,486,,",",,",",Fw,,,,
487,w,487,,et,,ET,Cc,,,,
488,w,488,,les,,LE,Da,,,,
489,w,489,,deffaillans,,DÉFAILLIR,Ga,,,,
490,w,490,,tenir,,TENIR,Vvn,,,,
491,w,491,,et,,ET,Cc,,,,
492,w,492,,mettre,,METTRE,Vvn,,,,
493,w,493,,en,,EN,S,,,,
494,w,494,,amende,,AMENDE,Nc,,,,
495,w,495,,",",,",",Fw,,,,
496,w,496,,car,,CAR,Cc,,,,
497,w,497,,ils,,ILS,Pp,,,,
498,w,498,,doivent,,DEVOIR,Vvc,,,,
499,w,499,,estre,,ÊTRE,Vun,,,,
500,w,500,,les,,LE,Da,,,,
501,w,501,,premiers,,PREMIER,Ag,,,,
502,w,502,,a,,AVOIR,Vuc,,,,
503,w,503,,la,,LE,Da,,,,
504,w,504,,juridicion,,JURIDICTION,Nc,,,,
505,w,505,,et,,ET,Cc,,,,
506,w,506,,",",,",",Fw,,,,
507,w,507,,en,,EN,S,,,,
508,w,508,,signe,,SIGNE,Nc,,,,
509,w,509,,de,,DE,S,,,,
510,w,510,,justice,,JUSTICE,Nc,,,,
511,w,511,,",",,",",Fw,,,,
512,w,512,,aller,,ALLER,Vvn,,,,
513,w,513,,devant,,DEVANT,S,,,,
514,w,514,,le,,LE,Da,,,,
515,w,515,,juge,,JUGE,Nc,,,,
516,w,516,,",",,",",Fw,,,,
517,w,517,,leur,,LEUR,Ds,,,,
518,w,518,,verge,,VERGE,Nc,,,,
519,w,519,,en,,EN,S,,,,
520,w,520,,la,,LE,Da,,,,
521,w,521,,main,,MAIN,Nc,,,,
522,w,522,,",",,",",Fw,,,,
523,w,523,,quant,,QUANT,Rg,,,,
524,w,524,,le,,LE,Da,,,,
525,w,525,,juge,,JUGE,Nc,,,,
526,w,526,,va,,ALLER,Vvc,,,,
527,w,527,,en,,EN,S,,,,
528,w,528,,la,,LE,Da,,,,
529,w,529,,cohue,,COHUE,Nc,,,,
530,w,530,,.,,.,Fs,,,,
531,w,531,,Item,,ITEM,Rg,,,,
532,w,532,,",",,",",Fw,,,,
533,w,533,,après,,APRÈS,S,,,,
534,w,534,,les,,LE,Da,,,,
535,w,535,,sergens,,SERGENT,Nc,,,,
536,w,536,,ainssi,,AINSI,Rg,,,,
537,w,537,,appelles,,APPELER,Ge,,,,
538,w,538,,",",,",",Fw,,,,
539,w,539,,il,,IL,Pp,,,,
540,w,540,,doit,,DEVOIR,Vvc,,,,
541,w,541,,faire,,FAIRE,Vvn,,,,
542,w,542,,cryer,,CRIER,Vvn,,,,
543,w,543,,s,,SE,Pp,,,,
544,w,544,,',,',Fw,,,,
545,w,545,,il,,IL,Pp,,,,
546,w,546,,y,,Y,Pp,,,,
547,w,547,,aucun,,AUCUN,Di,,,,
548,w,548,,respit,,RÉPIT,Nc,,,,
549,w,549,,et,,ET,Cc,,,,
550,w,550,,ceulx,,CELUI,Pd,,,,
551,w,551,,qui,,QUI,Pr,,,,
552,w,552,,apportés,,APPORTER,Ge,,,,
553,w,553,,y,,Y,Pp,,,,
554,w,554,,seront,,ÊTRE,Vuc,,,,
555,w,555,,",",,",",Fw,,,,
556,w,556,,faire,,FAIRE,Vvn,,,,
557,w,557,,mettre,,METTRE,Vvn,,,,
558,w,558,,en,,EN,S,,,,
559,w,559,,registre,,REGISTRE,Nc,,,,
560,w,560,,et,,ET,Cc,,,,
561,w,561,,savoir,,SAVOIR,Vvn,,,,
562,w,562,,qui,,QUI,Pr,,,,
563,w,563,,les,,IL,Pp,,,,
564,w,564,,apporte,,APPORTER,Vvc,,,,
565,w,565,,et,,ET,Cc,,,,
566,w,566,,qui,,QUI,Pr,,,,
567,w,567,,pleige,,PLEIGER,Vvc,,,,
568,w,568,,le,,LE,Da,,,,
569,w,569,,porteur,,PORTEUR,Nc,,,,
570,w,570,,d,,DE,S,,,,
571,w,571,,',,',Fw,,,,
572,w,572,,iceulx,,ICELUI,Dd,,,,
573,w,573,,respis,,RÉPIT,Nc,,,,
574,w,574,,;,,;,Fw,,,,
575,w,575,,car,,CAR,Cc,,,,
576,w,576,,",",,",",Fw,,,,
577,w,577,,s,,SE,Pp,,,,
578,w,578,,',,',Fw,,,,
579,w,579,,aucun,,AUCUN,Pi,,,,
580,w,580,,est,,ÊTRE,Vuc,,,,
581,w,581,,respecté,,RESPECTER,Ge,,,,
582,w,582,,et,,ET,Cc,,,,
583,w,583,,depuis,,DEPUIS,S,,,,
584,w,584,,il,,IL,Pp,,,,
585,w,585,,vient,,VENIR,Vvc,,,,
586,w,586,,ou,,OU,Cc,,,,
587,w,587,,est,,ÊTRE,Vuc,,,,
588,w,588,,trouvé,,TROUVER,Ge,,,,
589,w,589,,en,,EN,S,,,,
590,w,590,,court,,COUR,Nc,,,,
591,w,591,,et,,ET,Cc,,,,
592,w,592,,denye,,DÉNIER,Vvc,,,,
593,w,593,,que,,QUE,Cs,,,,
594,w,594,,par,,PAR,S,,,,
595,w,595,,lui,,IL,Pp,,,,
