n° de ligne,nature,n°/id,"forme ""diplo""",forme modernisée,forme corrigée,lemme,pos,à scinder,à fusionner avec w n°,à corriger,corrigé
4353,w,4353,,,,HÉRITAGE,Nc,,,,
4354,w,4354,,de,,DE,S,,,,
4355,w,4355,,son,,SON,Ds,,,,
4356,w,4356,,homme,,HOMME,Nc,,,,
4357,w,4357,,prendre,,PRENDRE,Vvn,,,,
4358,w,4358,,a,,AVOIR,Vuc,,,,
4359,w,4359,,oye,,OUÏE,Nc,,,,
4360,w,4360,,de,,DE,Dp,,,,
4361,w,4361,,parroisse,,PAROISSE,Nc,,,,
4362,w,4362,,par,,PAR,S,,,,
4363,w,4363,,trois,,TROIS,Mc,,,,
4364,w,4364,,dimences,,DIMANCHE,Nc,,,,
4365,w,4365,,continués,,CONTINUER,Ge,,,,
4366,w,4366,,et,,ET,Cc,,,,
4367,w,4367,,",",,",",Fw,,,,
4368,w,4368,,se,,SE,Pp,,,,
4369,w,4369,,delivrance,,DÉLIVRANCE,Nc,,,,
4370,w,4370,,en,,EN,Pp,,,,
4371,w,4371,,est,,ÊTRE,Vuc,,,,
4372,w,4372,,faicte,,FAIRE,Ge,,,,
4373,w,4373,,",",,",",Fw,,,,
4374,w,4374,,la,,LE,Da,,,,
4375,w,4375,,congnoissance,,CONNAISSANCE,Nc,,,,
4376,w,4376,,et,,ET,Cc,,,,
4377,w,4377,,duducion,,DUDUCTION,Nc,,,,
4378,w,4378,,du,,DE+LE,S+Da,,,,
4379,w,4379,,procès,,PROCÈS,Nc,,,,
4380,w,4380,,en,,EN,Pp,,,,
4381,w,4381,,appartient,,APPARTENIR,Vvc,,,,
4382,w,4382,,estre,,ÊTRE,Vun,,,,
4383,w,4383,,fait,,FAIRE,Ge,,,,
4384,w,4384,,et,,ET,Cc,,,,
4385,w,4385,,demené,,DÉMENER,Ge,,,,
4386,w,4386,,en,,EN,S,,,,
4387,w,4387,,la,,LE,Da,,,,
4388,w,4388,,court,,COUR,Nc,,,,
4389,w,4389,,du,,DE+LE,S+Da,,,,
4390,w,4390,,seigneur,,SEIGNEUR,Nc,,,,
4391,w,4391,,pourveu,,POURVOIR,Ge,,,,
4392,w,4392,,qu,,QUE,Cs,,,,
4393,w,4393,,',,',Fw,,,,
4394,w,4394,,il,,IL,Pp,,,,
4395,w,4395,,ait,,AVOIR,Vuc,,,,
4396,w,4396,,court,,COUR,Nc,,,,
4397,w,4397,,et,,ET,Cc,,,,
4398,w,4398,,usaige,,USAGE,Nc,,,,
4399,w,4399,,;,,;,Fw,,,,
4400,w,4400,,la,,LE,Da,,,,
4401,w,4401,,tierce,,TIERCE,Ag,,,,
4402,w,4402,,",",,",",Fw,,,,
4403,w,4403,,si,,SI,Cs,,,,
4404,w,4404,,est,,ÊTRE,Vuc,,,,
4405,w,4405,,quant,,QUANT,Rg,,,,
4406,w,4406,,un,,UN,Dn,,,,
4407,w,4407,,seigneur,,SEIGNEUR,Nc,,,,
4408,w,4408,,",",,",",Fw,,,,
4409,w,4409,,qui,,QUI,Pr,,,,
4410,w,4410,,a,,AVOIR,Vuc,,,,
4411,w,4411,,baisse,,BAS,Ag,,,,
4412,w,4412,,justice,,JUSTICE,Nc,,,,
4413,w,4413,,",",,",",Fw,,,,
4414,w,4414,,fait,,FAIRE,Vvc,,,,
4415,w,4415,,son,,SON,Ds,,,,
4416,w,4416,,homme,,HOMME,Nc,,,,
4417,w,4417,,convenir,,CONVENIR,Vvn,,,,
4418,w,4418,,en,,EN,S,,,,
4419,w,4419,,la,,LE,Da,,,,
4420,w,4420,,court,,COUR,Nc,,,,
4421,w,4421,,du,,DE+LE,S+Da,,,,
4422,w,4422,,hault,,HAUT,Ag,,,,
4423,w,4423,,justicier,,JUSTICIER,Nc,,,,
4424,w,4424,,en,,EN,S,,,,
4425,w,4425,,cas,,CAS,Nc,,,,
4426,w,4426,,de,,DE,Dp,,,,
4427,w,4427,,delays,,DÉLAI,Nc,,,,
4428,w,4428,,de,,DE,Dp,,,,
4429,w,4429,,fief,,FIEF,Nc,,,,
4430,w,4430,,",",,",",Fw,,,,
4431,w,4431,,c,,CE,Pd,,,,
4432,w,4432,,',,',Fw,,,,
4433,w,4433,,est,,ÊTRE,Vuc,,,,
4434,w,4434,,assavoir,,ASSAVOIR,Vvn,,,,
4435,w,4435,,pour,,POUR,S,,,,
4436,w,4436,,gaiger,,GAGER,Vvn,,,,
4437,w,4437,,a,,AVOIR,Vuc,,,,
4438,w,4438,,tenir,,TENIR,Vvn,,,,
4439,w,4439,,de,,DE,S,,,,
4440,w,4440,,lui,,IL,Pp,,,,
4441,w,4441,,les,,LE,Da,,,,
4442,w,4442,,heritaiges,,HÉRITAGE,Nc,,,,
4443,w,4443,,comptemcieux,,CONTENTIEUX,Ag,,,,
4444,w,4444,,et,,ET,Cc,,,,
4445,w,4445,,paier,,PAYER,Vvn,,,,
4446,w,4446,,les,,LE,Da,,,,
4447,w,4447,,arreraiges,,ARRÉRAGE,Nc,,,,
4448,w,4448,,de,,DE,S,,,,
4449,w,4449,,trois,,TROIS,Mc,,,,
4450,w,4450,,années,,ANNÉE,Nc,,,,
4451,w,4451,,escheux,,ÉCHOIR,Ge,,,,
4452,w,4452,,au,,À+LE,S+Da,,,,
4453,w,4453,,devant,,DEVANT,S,,,,
4454,w,4454,,de,,DE,S,,,,
4455,w,4455,,sa,,SON,Ds,,,,
4456,w,4456,,convocation,,CONVOCATION,Nc,,,,
4457,w,4457,,",",,",",Fw,,,,
4458,w,4458,,o,,OU,Cc,,,,
4459,w,4459,,les,,LE,Da,,,,
4460,w,4460,,amendes,,AMENDE,Nc,,,,
4461,w,4461,,",",,",",Fw,,,,
4462,w,4462,,et,,ET,Cc,,,,
4463,w,4463,,,,RÉÉDIFIER,Vvn,,,,
4464,w,4464,,se,,SE,Pp,,,,
4465,w,4465,,le,,LE,Da,,,,
4466,w,4466,,cas,,CAS,Nc,,,,
4467,w,4467,,le,,IL,Pp,,,,
4468,w,4468,,doit,,DEVOIR,Vvc,,,,
4469,w,4469,,",",,",",Fw,,,,
4470,w,4470,,ou,,OU,Cc,,,,
4471,w,4471,,iceulx,,ICELUI,Pd,,,,
4472,w,4472,,delaissier,,DÉLAISSER,Vvn,,,,
4473,w,4473,,",",,",",Fw,,,,
4474,w,4474,,paier,,PAYER,Vvn,,,,
4475,w,4475,,iceulx,,ICELUI,Pd,,,,
4476,w,4476,,arreraiges,,ARRÉRAGE,Nc,,,,
4477,w,4477,,et,,ET,Cc,,,,
4478,w,4478,,amendes,,AMENDE,Nc,,,,
4479,w,4479,,.,,.,Fs,,,,
4480,w,4480,,C,,CE,Pd,,,,
4481,w,4481,,',,',Fw,,,,
4482,w,4482,,est,,ÊTRE,Vuc,,,,
4483,w,4483,,assavoir,,ASSAVOIR,Vvn,,,,
4484,w,4484,,que,,QUE,Cs,,,,
4485,w,4485,,se,,SE,Pp,,,,
4486,w,4486,,gaige,,GAGE,Nc,,,,
4487,w,4487,,ainssy,,AINSI,Rg,,,,
4488,w,4488,,fait,,FAIRE,Ge,,,,
4489,w,4489,,est,,ÊTRE,Vuc,,,,
4490,w,4490,,executoire,,EXÉCUTOIRE,Ag,,,,
4491,w,4491,,sur,,SUR,S,,,,
4492,w,4492,,tous,,TOUT,Di,,,,
4493,w,4493,,les,,LE,Da,,,,
4494,w,4494,,biens,,BIEN,Nc,,,,
4495,w,4495,,meubles,,MEUBLE,Nc,,,,
4496,w,4496,,et,,ET,Cc,,,,
4497,w,4497,,heritaige,,HÉRITAGE,Nc,,,,
4498,w,4498,,de,,DE,Dp,,,,
4499,w,4499,,cil,,CIL,Nc,,,,
4500,w,4500,,qui,,QUI,Pr,,,,
4501,w,4501,,gaige,,GAGE,Nc,,,,
4502,w,4502,,",",,",",Fw,,,,
4503,w,4503,,comme,,COMME,Cs,,,,
4504,w,4504,,seroit,,ÊTRE,Vuc,,,,
4505,w,4505,,une,,UN,Dn,,,,
4506,w,4506,,lettre,,LETTRE,Nc,,,,
4507,w,4507,,de,,DE,Dp,,,,
4508,w,4508,,bailliage,,BAILLIAGE,Nc,,,,
4509,w,4509,,qui,,QUI,Pr,,,,
4510,w,4510,,de,,DE,S,,,,
4511,w,4511,,soy,,SE,Pp,,,,
4512,w,4512,,seroit,,ÊTRE,Vuc,,,,
4513,w,4513,,executoire,,EXÉCUTOIRE,Ag,,,,
4514,w,4514,,.,,.,Fs,,,,
4515,w,4515,,Item,,ITEM,Rg,,,,
4516,w,4516,,il,,IL,Pp,,,,
4517,w,4517,,est,,ÊTRE,Vuc,,,,
4518,w,4518,,a,,AVOIR,Vuc,,,,
4519,w,4519,,entendre,,ENTENDRE,Vvn,,,,
4520,w,4520,,que,,QUE,Cs,,,,
4521,w,4521,,",",,",",Fw,,,,
4522,w,4522,,par,,PAR,S,,,,
4523,w,4523,,coustume,,COUTUME,Nc,,,,
4524,w,4524,,",",,",",Fw,,,,
4525,w,4525,,se,,SE,Pp,,,,
4526,w,4526,,un,,UN,Dn,,,,
4527,w,4527,,seigneur,,SEIGNEUR,Nc,,,,
4528,w,4528,,justice,,JUSTICE,Nc,,,,
4529,w,4529,,son,,SON,Ds,,,,
4530,w,4530,,homme,,HOMME,Nc,,,,
4531,w,4531,,par,,PAR,S,,,,
4532,w,4532,,l,,IL,Pp,,,,
4533,w,4533,,',,',Fw,,,,
4534,w,4534,,une,,UN,Mc,,,,
4535,w,4535,,des,,DE+LE,S+Da,,,,
4536,w,4536,,deux,,DEUX,Mc,,,,
4537,w,4537,,premières,,PREMIER,Mo,,,,
4538,w,4538,,voix,,VOIX,Nc,,,,
4539,w,4539,,",",,",",Fw,,,,
4540,w,4540,,c,,CE,Pd,,,,
4541,w,4541,,',,',Fw,,,,
4542,w,4542,,est,,ÊTRE,Vuc,,,,
4543,w,4543,,assavoir,,ASSAVOIR,Vvn,,,,
4544,w,4544,,par,,PAR,S,,,,
4545,w,4545,,meuble,,MEUBLE,Nc,,,,
4546,w,4546,,ou,,OU,Cc,,,,
4547,w,4547,,par,,PAR,S,,,,
4548,w,4548,,fief,,FIEF,Nc,,,,
4549,w,4549,,",",,",",Fw,,,,
4550,w,4550,,le,,LE,Da,,,,
4551,w,4551,,seigneur,,SEIGNEUR,Nc,,,,
4552,w,4552,,",",,",",Fw,,,,
4553,w,4553,,ou,,OU,Cc,,,,
4554,w,4554,,cil,,CIL,Nc,,,,
4555,w,4555,,qui,,QUI,Pr,,,,
4556,w,4556,,fait,,FAIRE,Vvc,,,,
4557,w,4557,,la,,LE,Da,,,,
4558,w,4558,,prinse,,PRENDRE,Ge,,,,
4559,w,4559,,du,,DE+LE,S+Da,,,,
4560,w,4560,,fief,,FIEF,Nc,,,,
4561,w,4561,,ou,,OU,Cc,,,,
4562,w,4562,,la,,LE,Da,,,,
4563,w,4563,,justice,,JUSTICE,Nc,,,,
4564,w,4564,,manuelle,,MANUEL,Ag,,,,
4565,w,4565,,",",,",",Fw,,,,
4566,w,4566,,n,,NE,Rp,,,,
4567,w,4567,,',,',Fw,,,,
4568,w,4568,,est,,ÊTRE,Vuc,,,,
4569,w,4569,,tenu,,TENIR,Ge,,,,
4570,w,4570,,a,,AVOIR,Vuc,,,,
4571,w,4571,,dire,,DIRE,Vvn,,,,
4572,w,4572,,a,,AVOIR,Vuc,,,,
4573,w,4573,,son,,SON,Ds,,,,
4574,w,4574,,homme,,HOMME,Nc,,,,
4575,w,4575,,la,,LE,Da,,,,
4576,w,4576,,cause,,CAUSE,Nc,,,,
4577,w,4577,,pourquoy,,POURQUOI,Rt,,,,
4578,w,4578,,",",,",",Fw,,,,
4579,w,4579,,jusques,,JUSQUE,S,,,,
4580,w,4580,,ad,,AD,Xe,,,,
4581,w,4581,,ce,,CE,Pd,,,,
4582,w,4582,,que,,QUE,Pr,,,,
4583,w,4583,,delivrance,,DÉLIVRANCE,Nc,,,,
4584,w,4584,,coustumière,,COUTUMIER,Ag,,,,
4585,w,4585,,en,,EN,Pp,,,,
4586,w,4586,,soit,,ÊTRE,Vuc,,,,
4587,w,4587,,faicte,,FAIRE,Ge,,,,
4588,w,4588,,",",,",",Fw,,,,
4589,w,4589,,ou,,OU,Cc,,,,
4590,w,4590,,que,,QUE,Cs,,,,
4591,w,4591,,il,,IL,Pp,,,,
4592,w,4592,,se,,SE,Pp,,,,
4593,w,4593,,soit,,ÊTRE,Vuc,,,,
4594,w,4594,,submis,,SOUMETTRE,Ge,,,,
4595,w,4595,,a,,AVOIR,Vuc,,,,
4596,w,4596,,la,,LE,Da,,,,
4597,w,4597,,voullenté,,VOLONTÉ,Nc,,,,
4598,w,4598,,du,,DE+LE,S+Da,,,,
4599,w,4599,,seigneur,,SEIGNEUR,Nc,,,,
4600,w,4600,,de,,DE,S,,,,
4601,w,4601,,ce,,CE,Pd,,,,
4602,w,4602,,dont,,DONT,Pr,,,,
4603,w,4603,,y,,Y,Pp,,,,
4604,w,4604,,lui,,IL,Pp,,,,
4605,w,4605,,fait,,FAIRE,Vvc,,,,
4606,w,4606,,demande,,DEMANDE,Nc,,,,
4607,w,4607,,",",,",",Fw,,,,
4608,w,4608,,ouquel,,À+LEQUEL,S+Pr,,,,
4609,w,4609,,cas,,CAS,Nc,,,,
4610,w,4610,,l,,IL,Pp,,,,
4611,w,4611,,',,',Fw,,,,
4612,w,4612,,en,,EN,Pp,,,,
4613,w,4613,,lui,,IL,Pp,,,,
4614,w,4614,,doit,,DEVOIR,Vvc,,,,
4615,w,4615,,dire,,DIRE,Vvn,,,,
4616,w,4616,,ou,,OU,Cc,,,,
4617,w,4617,,desclairer,,DÉCLARER,Vvn,,,,
4618,w,4618,,la,,LE,Da,,,,
4619,w,4619,,cause,,CAUSE,Nc,,,,
4620,w,4620,,de,,DE,S,,,,
4621,w,4621,,la,,LE,Da,,,,
4622,w,4622,,prinse,,PRENDRE,Ge,,,,
4623,w,4623,,ou,,OU,Cc,,,,
4624,w,4624,,justice,,JUSTICE,Nc,,,,
4625,w,4625,,.,,.,Fs,,,,
4626,w,4626,,Et,,ET,Cc,,,,
4627,w,4627,,si,,SI,Cs,,,,
4628,w,4628,,doit,,DEVOIR,Vvc,,,,
4629,w,4629,,l,,IL,Pp,,,,
4630,w,4630,,',,',Fw,,,,
4631,w,4631,,en,,EN,Pp,,,,
4632,w,4632,,savoir,,SAVOIR,Vvn,,,,
4633,w,4633,,que,,QUE,Cs,,,,
4634,w,4634,,la,,LE,Da,,,,
4635,w,4635,,prinse,,PRENDRE,Ge,,,,
4636,w,4636,,du,,DE+LE,S+Da,,,,
4637,w,4637,,fief,,FIEF,Nc,,,,
4638,w,4638,,doit,,DEVOIR,Vvc,,,,
4639,w,4639,,estre,,ÊTRE,Vun,,,,
4640,w,4640,,faicte,,FAIRE,Ge,,,,
4641,w,4641,,par,,PAR,S,,,,
4642,w,4642,,le,,LE,Da,,,,
4643,w,4643,,seigneur,,SEIGNEUR,Nc,,,,
4644,w,4644,,ou,,OU,Cc,,,,
4645,w,4645,,par,,PAR,S,,,,
4646,w,4646,,son,,SON,Ds,,,,
4647,w,4647,,prevost,,PRÉVÔT,Nc,,,,
4648,w,4648,,estre,,ÊTRE,Vun,,,,
4649,w,4649,,rapportée,,RAPPORTER,Ge,,,,
4650,w,4650,,es,,EN+LES,S+Da,,,,
4651,w,4651,,plès,,PLAID,Nc,,,,
4652,w,4652,,;,,;,Fw,,,,
4653,w,4653,,et,,ET,Cc,,,,
4654,w,4654,,est,,ÊTRE,Vuc,,,,
4655,w,4655,,a,,AVOIR,Vuc,,,,
4656,w,4656,,entendre,,ENTENDRE,Vvn,,,,
4657,w,4657,,que,,QUE,Cs,,,,
4658,w,4658,,",",,",",Fw,,,,
4659,w,4659,,tant,,TANT,Rg,,,,
4660,w,4660,,comme,,COMME,Cs,,,,
4661,w,4661,,le,,LE,Da,,,,
4662,w,4662,,fief,,FIEF,Nc,,,,
4663,w,4663,,sera,,ÊTRE,Vuc,,,,
4664,w,4664,,en,,EN,S,,,,
4665,w,4665,,la,,LE,Da,,,,
4666,w,4666,,main,,MAIN,Nc,,,,
4667,w,4667,,du,,DE+LE,S+Da,,,,
4668,w,4668,,seigneur,,SEIGNEUR,Nc,,,,
4669,w,4669,,",",,",",Fw,,,,
4670,w,4670,,il,,IL,Pp,,,,
4671,w,4671,,en,,EN,Pp,,,,
4672,w,4672,,aura,,AVOIR,Vuc,,,,
4673,w,4673,,les,,LE,Da,,,,
4674,w,4674,,levés,,LEVER,Ge,,,,
4675,w,4675,,et,,ET,Cc,,,,
4676,w,4676,,revenus,,REVENIR,Ge,,,,
4677,w,4677,,et,,ET,Cc,,,,
4678,w,4678,,",",,",",Fw,,,,
4679,w,4679,,s,,SE,Pp,,,,
4680,w,4680,,',,',Fw,,,,
4681,w,4681,,il,,IL,Pp,,,,
4682,w,4682,,en,,EN,Pp,,,,
4683,w,4683,,a,,AVOIR,Vuc,,,,
4684,w,4684,,fait,,FAIRE,Ge,,,,
4685,w,4685,,delivrance,,DÉLIVRANCE,Nc,,,,
4686,w,4686,,et,,ET,Cc,,,,
4687,w,4687,,il,,IL,Pp,,,,
4688,w,4688,,est,,ÊTRE,Vuc,,,,
4689,w,4689,,trouvé,,TROUVER,Ge,,,,
4690,w,4690,,que,,QUE,Cs,,,,
4691,w,4691,,a,,AVOIR,Vuc,,,,
4692,w,4692,,bonne,,BON,Ag,,,,
4693,w,4693,,cause,,CAUSE,Nc,,,,
4694,w,4694,,furent,,ÊTRE,Vuc,,,,
4695,w,4695,,faictes,,FAIRE,Ge,,,,
4696,w,4696,,les,,LE,Da,,,,
4697,w,4697,,prinses,,PRENDRE,Ge,,,,
4698,w,4698,,et,,ET,Cc,,,,
4699,w,4699,,a,,AVOIR,Vuc,,,,
4700,w,4700,,mauvoise,,MAUVAIS,Ag,,,,
4701,w,4701,,cause,,CAUSE,Nc,,,,
4702,w,4702,,la,,LE,Da,,,,
4703,w,4703,,delivrance,,DÉLIVRANCE,Nc,,,,
4704,w,4704,,",",,",",Fw,,,,
4705,w,4705,,l,,IL,Pp,,,,
4706,w,4706,,',,',Fw,,,,
4707,w,4707,,,,HOMME,Nc,,,,
4708,w,4708,,l,,IL,Pp,,,,
4709,w,4709,,',,',Fw,,,,
4710,w,4710,,amendera,,AMENDER,Vvc,,,,
4711,w,4711,,et,,ET,Cc,,,,
4712,w,4712,,par,,PAR,S,,,,
4713,w,4713,,l,,IL,Pp,,,,
4714,w,4714,,',,',Fw,,,,
4715,w,4715,,amende,,AMENDE,Nc,,,,
4716,w,4716,,le,,LE,Da,,,,
4717,w,4717,,seigneur,,SEIGNEUR,Nc,,,,
4718,w,4718,,aura,,AVOIR,Vuc,,,,
4719,w,4719,,attaint,,ATTEINDRE,Ge,,,,
4720,w,4720,,icellui,,ICELUI,Pd,,,,
4721,w,4721,,demourer,,DEMEURER,Vvn,,,,
4722,w,4722,,en,,EN,S,,,,
4723,w,4723,,l,,IL,Pp,,,,
4724,w,4724,,',,',Fw,,,,
4725,w,4725,,amende,,AMENDE,Nc,,,,
4726,w,4726,,de,,DE,S,,,,
4727,w,4727,,la,,LE,Da,,,,
4728,w,4728,,court,,COUR,Nc,,,,
4729,w,4729,,avec,,AVEC,S,,,,
4730,w,4730,,la,,LE,Da,,,,
4731,w,4731,,ressaisine,,RESAISINE,Nc,,,,
4732,w,4732,,du,,DE+LE,S+Da,,,,
4733,w,4733,,fief,,FIEF,Nc,,,,
4734,w,4734,,et,,ET,Cc,,,,
4735,w,4735,,des,,DE+LE,S+Da,,,,
4736,w,4736,,levées,,LEVER,Ge,,,,
4737,w,4737,,escheux,,ÉCHOIR,Ge,,,,
4738,w,4738,,depuis,,DEPUIS,S,,,,
4739,w,4739,,les,,LE,Da,,,,
4740,w,4740,,prinses,,PRENDRE,Ge,,,,
4741,w,4741,,faictes,,FAIRE,Ge,,,,
4742,w,4742,,.,,.,Fs,,,,
4743,w,4743,,S,,SE,Pp,,,,
4744,w,4744,,',,',Fw,,,,
4745,w,4745,,aucun,,AUCUN,Pi,,,,
4746,w,4746,,mest,,METTRE,Vvc,,,,
4747,w,4747,,la,,LE,Da,,,,
4748,w,4748,,main,,MAIN,Nc,,,,
4749,w,4749,,es,,EN+LES,S+Da,,,,
4750,w,4750,,heritaiges,,HÉRITAGE,Nc,,,,
4751,w,4751,,prinses,,PRENDRE,Ge,,,,
4752,w,4752,,en,,EN,S,,,,
4753,w,4753,,la,,LE,Da,,,,
4754,w,4754,,main,,MAIN,Nc,,,,
4755,w,4755,,du,,DE+LE,S+Da,,,,
4756,w,4756,,seigneur,,SEIGNEUR,Nc,,,,
4757,w,4757,,se,,SE,Pp,,,,
4758,w,4758,,n,,NE,Rp,,,,
4759,w,4759,,',,',Fw,,,,
4760,w,4760,,est,,ÊTRE,Vuc,,,,
4761,w,4761,,par,,PAR,S,,,,
4762,w,4762,,delivrance,,DÉLIVRANCE,Nc,,,,
4763,w,4763,,coustumière,,COUTUMIER,Ag,,,,
4764,w,4764,,",",,",",Fw,,,,
4765,w,4765,,il,,IL,Pp,,,,
4766,w,4766,,en,,EN,Pp,,,,
4767,w,4767,,doit,,DEVOIR,Vvc,,,,
4768,w,4768,,estre,,ÊTRE,Vun,,,,
4769,w,4769,,approchié,,APPROCHER,Ge,,,,
4770,w,4770,,et,,ET,Cc,,,,
4771,w,4771,,contraint,,CONTRAINDRE,Ge,,,,
4772,w,4772,,a,,AVOIR,Vuc,,,,
4773,w,4773,,faire,,FAIRE,Vvn,,,,
4774,w,4774,,amende,,AMENDE,Nc,,,,
4775,w,4775,,et,,ET,Cc,,,,
4776,w,4776,,a,,AVOIR,Vuc,,,,
4777,w,4777,,rendre,,RENDRE,Vvn,,,,
4778,w,4778,,ceu,,CURRICULUM_VITAE,Nc,,,,
4779,w,4779,,qu,,QUE,Pr,,,,
4780,w,4780,,',,',Fw,,,,
4781,w,4781,,il,,IL,Pp,,,,
4782,w,4782,,aira,,AIRER,Vvc,,,,
4783,w,4783,,levé,,LEVER,Ge,,,,
4784,w,4784,,depuis,,DEPUIS,S,,,,
4785,w,4785,,icelles,,ICELUI,Pd,,,,
4786,w,4786,,prinses,,PRENDRE,Ge,,,,
4787,w,4787,,",",,",",Fw,,,,
4788,w,4788,,quer,,CAR,Cs,,,,
4789,w,4789,,c,,CE,Pd,,,,
4790,w,4790,,',,',Fw,,,,
4791,w,4791,,est,,ÊTRE,Vuc,,,,
4792,w,4792,,attemptast,,ATTENTAT,Nc,,,,
4793,w,4793,,fait,,FAIRE,Ge,,,,
4794,w,4794,,contre,,CONTRE,S,,,,
4795,w,4795,,le,,LE,Da,,,,
4796,w,4796,,seigneur,,SEIGNEUR,Nc,,,,
4797,w,4797,,.,,.,Fs,,,,
4798,w,4798,,Et,,ET,Cc,,,,
4799,w,4799,,doivent,,DEVOIR,Vvc,,,,
4800,w,4800,,les,,LE,Da,,,,
4801,w,4801,,prinses,,PRENDRE,Ge,,,,
4802,w,4802,,du,,DE+LE,S+Da,,,,
4803,w,4803,,fief,,FIEF,Nc,,,,
4804,w,4804,,faire,,FAIRE,Vvn,,,,
4805,w,4805,,par,,PAR,S,,,,
4806,w,4806,,les,,LE,Da,,,,
4807,w,4807,,seigneurs,,SEIGNEUR,Nc,,,,
4808,w,4808,,ou,,OU,Cc,,,,
4809,w,4809,,son,,SON,Ds,,,,
4810,w,4810,,prevost,,PRÉVÔT,Nc,,,,
4811,w,4811,,estre,,ÊTRE,Vun,,,,
4812,w,4812,,faictes,,FAIRE,Ge,,,,
4813,w,4813,,en,,EN,S,,,,
4814,w,4814,,ceste,,CE,Dd,,,,
4815,w,4815,,fourme,,FORME,Nc,,,,
4816,w,4816,,",",,",",Fw,,,,
4817,w,4817,,c,,CE,Pd,,,,
4818,w,4818,,',,',Fw,,,,
4819,w,4819,,est,,ÊTRE,Vuc,,,,
4820,w,4820,,assavoir,,ASSAVOIR,Vvn,,,,
4821,w,4821,,le,,LE,Da,,,,
4822,w,4822,,prevost,,PRÉVÔT,Nc,,,,
4823,w,4823,,doit,,DEVOIR,Vvc,,,,
4824,w,4824,,au,,À+LE,S+Da,,,,
4825,w,4825,,jour,,JOUR,Nc,,,,
4826,w,4826,,du,,DE+LE,S+Da,,,,
4827,w,4827,,dimence,,DIMANCHE,Nc,,,,
4828,w,4828,,aller,,ALLER,Vvn,,,,
4829,w,4829,,al,,AL,Xe,,,,
4830,w,4830,,l,,IL,Pp,,,,
4831,w,4831,,',,',Fw,,,,
4832,w,4832,,eglise,,ÉGLISE,Nc,,,,
4833,w,4833,,a,,AVOIR,Vuc,,,,
4834,w,4834,,heure,,HEURE,Nc,,,,
4835,w,4835,,de,,DE,S,,,,
4836,w,4836,,grant,,GRAND,Ag,,,,
4837,w,4837,,messe,,MESSE,Nc,,,,
4838,w,4838,,et,,ET,Cc,,,,
4839,w,4839,,illec,,ILLUEC,Rg,,,,
4840,w,4840,,",",,",",Fw,,,,
4841,w,4841,,en,,EN,S,,,,
4842,w,4842,,presence,,PRÉSENCE,Nc,,,,
4843,w,4843,,de,,DE,S,,,,
4844,w,4844,,grant,,GRAND,Ag,,,,
4845,w,4845,,foueson,,FOISON,Nc,,,,
4846,w,4846,,de,,DE,S,,,,
4847,w,4847,,bonnes,,BON,Ag,,,,
4848,w,4848,,gens,,GENS,Nc,,,,
4849,w,4849,,",",,",",Fw,,,,
4850,w,4850,,doit,,DEVOIR,Vvc,,,,
4851,w,4851,,dire,,DIRE,Vvn,,,,
4852,w,4852,,tout,,TOUT,Rg,,,,
4853,w,4853,,hault,,HAUT,Ag,,,,
4854,w,4854,,eu,,AVOIR,Ge,,,,
4855,w,4855,,general,,GÉNÉRAL,Ag,,,,
4856,w,4856,,",",,",",Fw,,,,
4857,w,4857,,sa,,SON,Ds,,,,
4858,w,4858,,verge,,VERGE,Nc,,,,
4859,w,4859,,en,,EN,S,,,,
4860,w,4860,,sa,,SON,Ds,,,,
4861,w,4861,,main,,MAIN,Nc,,,,
4862,w,4862,,:,,:,Fw,,,,
4863,w,4863,, « ,, « ,Fo,,,,
4864,w,4864,,Moy,,JE,Pp,,,,
4865,w,4865,,",",,",",Fw,,,,
4866,w,4866,,comme,,COMME,Cs,,,,
4867,w,4867,,prevost,,PRÉVÔT,Nc,,,,
4868,w,4868,,de,,DE,Dp,,,,
4869,w,4869,,monseigneur,,MONSEIGNEUR,Nc,,,,
4870,w,4870,,",",,",",Fw,,,,
4871,w,4871,,preng,,PRENDRE,Vvc,,,,
4872,w,4872,,en,,EN,S,,,,
4873,w,4873,,sa,,SON,Ds,,,,
4874,w,4874,,main,,MAIN,Nc,,,,
4875,w,4875,,les,,LE,Da,,,,
4876,w,4876,,heritaiges,,HÉRITAGE,Nc,,,,
4877,w,4877,,que,,QUE,Pr,,,,
4878,w,4878,,Richart,,RICHARD,Np,,,,
4879,w,4879,,tient,,TENIR,Vvc,,,,
4880,w,4880,,de,,DE,S,,,,
4881,w,4881,,lui,,IL,Pp,,,,
4882,w,4882,,",",,",",Fw,,,,
4883,w,4883,,pour,,POUR,S,,,,
4884,w,4884,,les,,LE,Da,,,,
4885,w,4885,,devoirs,,DEVOIR,Nc,,,,
4886,w,4886,,ou,,OU,Cc,,,,
4887,w,4887,,arreraiges,,ARRÉRAGE,Nc,,,,
4888,w,4888,,qu,,QUE,Pr,,,,
4889,w,4889,,',,',Fw,,,,
4890,w,4890,,il,,IL,Pp,,,,
4891,w,4891,,lui,,IL,Pp,,,,
4892,w,4892,,en,,EN,Pp,,,,
4893,w,4893,,doit,,DEVOIR,Vvc,,,,
4894,w,4894,,",",,",",Fw,,,,
4895,w,4895,,et,,ET,Cc,,,,
4896,w,4896,,lui,,IL,Pp,,,,
